date;time;channel;ministry;subject;contactReason;outcome;pageTitle;forward;forwardCode
2023-09-04;11:36;Inkomend telefoongesprek;VWS;kwaliteit van de zorg;Vraag;Doorverwezen;Kwaliteit van de zorg;;
2023-09-04;11:36;Inkomend telefoongesprek;OCW;basisonderwijs;Vraag;Doorgestuurd;Basisonderwijs;het Ministerie van Onderwijs, Cultuur en Wetenschap;OCW
2023-09-04;11:37;E-mail;OCW;studiefinanciering;Vraag;Doorgestuurd;Heb ik als buitenlandse student recht op studiefinanciering in Nederland?;het Ministerie van Onderwijs, Cultuur en Wetenschap;OCW
2023-09-04;11:39;Inkomend telefoongesprek;SZW;immigratie naar nederland;Vraag;Doorverwezen;Moet ik als nieuwkomer inburgeren?;;
2023-09-04;11:40;Inkomend telefoongesprek;JENV;arbeidsovereenkomst en cao;Vraag;Doorverwezen;Hoe vraag ik een Verklaring Omtrent het Gedrag (VOG) aan?;;
2023-09-04;11:40;Inkomend telefoongesprek;SZW;buitenlandse werknemers;Vraag;Beantwoord;Vergunningen buitenlandse werknemers;;
2023-09-04;11:41;Inkomend telefoongesprek;IENW;auto;Vraag;Doorverwezen;RDW;;
2023-09-04;11:42;Inkomend telefoongesprek;SZW;arbeidsovereenkomst en cao;Vraag;Beantwoord;Aan welke regels moet mijn werkgever zich houden bij een arbeidsovereenkomst?;;
2023-09-04;11:42;Inkomend telefoongesprek;SZW;ontslag;Vraag;Doorverwezen;Opzegtermijn bij ontslag;;
2023-09-04;11:43;E-mail;BZK;woning huren;Vraag;Doorverwezen;Heb ik recht op huurbescherming?;;
2023-09-04;11:43;WhatsApp;OCW;-;Vraag;Doorverwezen;OV-kaart studenten met drie maanden verlengd vanwege coronamaatregelen;;
2023-09-04;11:44;Inkomend telefoongesprek;JENV;politie;Vraag;Beantwoord;Politie;;
2023-09-04;11:45;Inkomend telefoongesprek;SZW;immigratie naar nederland;Vraag;Doorverwezen;Moet ik al met mijn inburgering beginnen in het land van herkomst?;;
2023-09-04;11:45;Inkomend telefoongesprek;VWS;-;Vraag;Doorverwezen;Het Juiste Loket;;
2023-09-04;11:47;Inkomend telefoongesprek;BZK;paspoort en identiteitskaart;Vraag;Beantwoord;Hoe kan ik een paspoort of identiteitskaart aanvragen?;;
2023-09-04;11:47;Inkomend telefoongesprek;JENV;auto;Vraag;Doorverwezen;Wat kan ik doen bij autoschade of motorschade als de dader onbekend is?;;
2023-09-04;11:48;Inkomend telefoongesprek;SZW;koopkracht;Vraag;Beantwoord;Hoe vraag ik de eenmalige energietoeslag 2023 aan?;;
2023-09-04;11:48;WhatsApp;BZK;gemeenten;Vraag;Beantwoord;Waar kan ik een afschrift of uittreksel van de burgerlijke stand aanvragen?;;
2023-09-04;11:49;Inkomend telefoongesprek;DEF;krijgsmacht;Vraag;Doorverwezen;Koninklijke Marechaussee;;
2023-09-04;11:50;Inkomend telefoongesprek;EZK;aanbesteden;Vraag;Beantwoord;Regels voor aanbesteden door de overheid;;
2023-09-04;11:52;Inkomend telefoongesprek;JENV;cybercrime en cybersecurity;Vraag;Beantwoord;Waar kan ik cybercrime melden?;;
2023-09-04;11:53;Inkomend telefoongesprek;VWS;jeugdhulp;Vraag;Doorverwezen;Jeugdhulp;;
2023-09-04;11:53;Inkomend telefoongesprek;EZK;energie thuis;Vraag;Doorverwezen;Kan ik subsidie krijgen voor de isolatie van mijn huis?;;
2023-09-04;11:53;Inkomend telefoongesprek;BZK;digitale overheid;Vraag;Beantwoord;Hoe vraag ik DigiD aan?;;
2023-09-04;11:54;Inkomend telefoongesprek;VWS;zorgverzekering;Vraag;Doorverwezen;Wanneer betaal ik een eigen bijdrage voor zorg?;;
2023-09-04;11:54;Inkomend telefoongesprek;JENV;nederlandse nationaliteit;Vraag;Doorverwezen;Dubbele nationaliteit;;
2023-09-04;11:54;Inkomend telefoongesprek;SZW;pensioen;Vraag;Beantwoord;Extra keuzerecht voor iedereen bij pensioen;;
2023-09-04;11:55;Inkomend telefoongesprek;VWS;zorg en ondersteuning thuis;Vraag;Doorverwezen;Hoe krijg ik ondersteuning van de gemeente vanuit de Wmo?;;
2023-09-04;11:56;Inkomend telefoongesprek;SZW;immigratie naar nederland;Vraag;Beantwoord;Moet ik al met mijn inburgering beginnen in het land van herkomst?;;
2023-09-04;11:58;Inkomend telefoongesprek;BZK;gemeenten;Vraag;Beantwoord;Kan ik mijzelf laten inschrijven op een briefadres?;;
2023-09-04;11:58;Inkomend telefoongesprek;BZK;energielabel woningen en gebouwen;Vraag;Doorverwezen;Hoe kom ik als huiseigenaar aan een energielabel voor mijn woning?;;
2023-09-04;11:59;E-mail;SZW;pensioen;Mening;Doorgestuurd;Hoeveel pensioen bouw ik op?;het Ministerie van Sociale Zaken en Werkgelegenheid;SZW
2023-09-04;11:59;Inkomend telefoongesprek;VWS;zorgverzekering;Vraag;Doorverwezen;Kan ik zorgtoeslag krijgen?;;
2023-09-04;12:02;Inkomend telefoongesprek;VWS;medicijnen;Vraag;Beantwoord;Wat heb ik nodig als ik mijn medicijnen meeneem op reis?;;
2023-09-04;12:02;Inkomend telefoongesprek;OCW;leerplicht;Vraag;Beantwoord;Leerplicht en kwalificatieplicht;;
2023-09-04;12:03;Inkomend telefoongesprek;JENV;nederlandse nationaliteit;Vraag;Geen actie;Krijgt mijn kind bij de geboorte automatisch de Nederlandse nationaliteit?;;
2023-09-04;12:03;Inkomend telefoongesprek;JENV;erkenning kind;Vraag;Beantwoord;Hoe kan ik de erkenning van een kind ongedaan laten maken?;;
2023-09-04;12:03;Inkomend telefoongesprek;DEF;defensiepersoneel;Vraag;Doorverwezen;Defensiepersoneel;;
2023-09-04;12:04;E-mail;IENW;rijbewijs;Vraag;Onduidelijke vraag -> Terugbellen;Hoe oud moet ik zijn voor rijles en rijexamen motor?;;
2023-09-04;12:05;Inkomend telefoongesprek;EZK;energie thuis;Vraag;Beantwoord;Wanneer krijg ik mijn energierekening en hoe is die opgebouwd?;;
2023-09-04;12:06;WhatsApp;JENV;kansspelen;Vraag;Beantwoord;Kansspelen;;
2023-09-04;12:06;Inkomend telefoongesprek;JENV;nederlandse nationaliteit;Vraag;Doorverwezen;Wanneer kan ik een dubbele nationaliteit hebben?;;
2023-09-04;12:07;Inkomend telefoongesprek;VWS;medicijnen;Vraag;Doorverwezen;Wat heb ik nodig als ik mijn medicijnen meeneem op reis?;;
2023-09-04;12:08;Inkomend telefoongesprek;BZK;gemeenten;Vraag;Beantwoord;Kan ik mijzelf laten inschrijven op een briefadres?;;
2023-09-04;12:10;Inkomend telefoongesprek;JENV;slachtofferbeleid;Vraag;Beantwoord;Hoe krijg ik informatie over het onderzoek of de eventuele strafzaak?;;
2023-09-04;12:10;Inkomend telefoongesprek;SZW;arbeidsovereenkomst en cao;Vraag;Doorverwezen;Verklaring Omtrent het Gedrag (VOG) aanvragen;;
2023-09-04;12:10;Inkomend telefoongesprek;DEF;defensiematerieel;Vraag;Beantwoord;Ministerie van Defensie;;
2023-09-04;12:10;WhatsApp;IENW;voertuigen op de weg;Vraag;Doorverwezen;Mag ik met mijn voertuig op de weg rijden?;;
2023-09-04;12:10;Inkomend telefoongesprek;DEF;defensieterreinen;Vraag;Doorgestuurd;Defensieterreinen;het Ministerie van Defensie;DEF
2023-09-04;12:10;E-mail;VWS;medicijnen;Vraag;Doorverwezen;Medicijnen op recept krijgen binnen de Europese Unie (EU);;
2023-09-04;12:11;Inkomend telefoongesprek;VWS;medicijnen;Vraag;Beantwoord;Wat heb ik nodig als ik mijn medicijnen meeneem op reis?;;
2023-09-04;12:12;Inkomend telefoongesprek;IENW;wegen;Vraag;Beantwoord;Wat voor wegen zijn er in Nederland en wie is de wegbeheerder?;;
2023-09-04;12:13;Inkomend telefoongesprek;JENV;veiligheidsregios en crisisbeheersing;Vraag;Beantwoord;Wanneer wordt de sirene getest?;;
2023-09-04;12:14;Inkomend telefoongesprek;BZK;rijksoverheid;Vraag;Beantwoord;Rijksvastgoedbedrijf;;
2023-09-04;12:14;Inkomend telefoongesprek;VWS;immigratie naar nederland;Vraag;Beantwoord;Moet ik een zorgverzekering afsluiten als ik in Nederland ga werken?;;
2023-09-04;12:14;WhatsApp;OCW;hoger onderwijs;Vraag;Beantwoord;Hoeveel studiefinanciering kan ik krijgen nu de basisbeurs weer is ingevoerd?;;
2023-09-04;12:14;Inkomend telefoongesprek;VWS;levenseinde en euthanasie;Vraag;Doorverwezen;Wie kan om euthanasie vragen?;;
2023-09-04;12:15;Inkomend telefoongesprek;JENV;opvang vluchtelingen uit oekraine;Vraag;Beantwoord;Opvang vluchtelingen uit Oekraïne;;
2023-09-04;12:15;Inkomend telefoongesprek;JENV;veiligheidsregios en crisisbeheersing;Vraag;Beantwoord;Wanneer wordt de sirene getest?;;
2023-09-04;12:17;Inkomend telefoongesprek;BZK;paspoort en identiteitskaart;Vraag;Doorverwezen;Naar welke landen kan ik reizen met de Nederlandse identiteitskaart?;;
2023-09-04;12:17;Inkomend telefoongesprek;BZK;privacy en persoonsgegevens;Vraag;Beantwoord;Wie krijgen mijn gegevens uit de Basisregistratie Personen (BRP)?;;
2023-09-04;12:17;Inkomend telefoongesprek;BUZA;vakantie en reizen;Vraag;Beantwoord;Buitenlands document legaliseren voor gebruik in Nederland;;
2023-09-04;12:19;E-mail;IENW;verkeersveiligheid;Vraag;Onduidelijke vraag -> Terugbellen;Verkeersveiligheid;;
2023-09-04;12:19;WhatsApp;OCW;voortgezet onderwijs;Vraag;Beantwoord;Wat zijn de kosten voor mijn kind in het voortgezet onderwijs?;;
2023-09-04;12:19;E-mail;LNV;landbouw en tuinbouw;Vraag;Doorgestuurd;Landbouwbeleid;het Ministerie van Landbouw, Natuur en Voedselkwaliteit;LNV
2023-09-04;12:21;Inkomend telefoongesprek;BZK;energie thuis;Vraag;Doorverwezen;Kan ik subsidie krijgen voor de isolatie van mijn huis?;;
2023-09-04;12:21;WhatsApp;IENW;fiets;Vraag;Beantwoord;Welke regels gelden voor mijn elektrische fiets (e-bike, e-bakfiets en fatbike)?;;
2023-09-04;12:22;Inkomend telefoongesprek;DEF;krijgsmacht;Vraag;Beantwoord;Koninklijke Landmacht Personeel Logistiek Commando (PLC);;
2023-09-04;12:23;Inkomend telefoongesprek;JENV;arbeidsovereenkomst en cao;Vraag;Beantwoord;Hoe vraag ik een Verklaring Omtrent het Gedrag (VOG) aan?;;
2023-09-04;12:24;E-mail;SZW;arbeidsongeschikt na ziekte wia;Mening;Doorgestuurd;Hoe hoog is de WIA-uitkering bij arbeidsongeschiktheid?;het Ministerie van Sociale Zaken en Werkgelegenheid;SZW
2023-09-04;12:25;Inkomend telefoongesprek;EZK;koopkracht;Vraag;Doorgestuurd;Hoe vraag ik tegemoetkoming aan voor de energiekosten bij een blokaansluiting?;het Ministerie van Economische Zaken en Klimaat;EZ
2023-09-04;12:26;Inkomend telefoongesprek;JENV;ouderlijk gezag en voogdij;Vraag;Beantwoord;Wanneer krijg ik gezag over een kind?;;
2023-09-04;12:29;E-mail;EZK;koopkracht;Mening;Doorgestuurd;Dalende koopkracht: oorzaken, gevolgen en maatregelen;het Ministerie van Economische Zaken en Klimaat;EZ
2023-09-04;12:29;WhatsApp;JENV;trouwen samenlevingscontract en geregistreerd partnerschap;Vraag;Beantwoord;Trouwen, samenlevingscontract en geregistreerd partnerschap;;
2023-09-04;12:30;Inkomend telefoongesprek;JENV;terrorismebestrijding;Vraag;Doorverwezen;Hoe kan ik helpen om een terroristische aanslag te voorkomen?;;
2023-09-04;12:31;E-mail;JENV;asielbeleid;Vraag;Beantwoord;Hoe verloopt het aanvragen van asiel?;;
2023-09-04;12:32;WhatsApp;SZW;ouderschapsverlof;Vraag;Beantwoord;Hoe kan ik ouderschapsverlof aanvragen?;;
2023-09-04;12:33;Inkomend telefoongesprek;BZK;wetgeving;Vraag;Beantwoord;Waar vind ik wetten, officiële regelingen en verdragen?;;
2023-09-04;12:34;WhatsApp;OCW;studiefinanciering;Vraag;Beantwoord;Heb ik als buitenlandse student recht op studiefinanciering in Nederland?;;
2023-09-04;12:34;Inkomend telefoongesprek;DEF;reizen met kinderen;Vraag;Beantwoord;Heb ik toestemming nodig om alleen met mijn kind te reizen?;;
2023-09-04;12:35;WhatsApp;BZK;woning huren;Vraag;Beantwoord;Wat is de maximale huurverhoging in 2023?;;
2023-09-04;12:35;Inkomend telefoongesprek;JENV;veiligheidsregios en crisisbeheersing;Vraag;Beantwoord;Wanneer wordt de sirene getest?;;
2023-09-04;12:35;Inkomend telefoongesprek;JENV;nederlandse nationaliteit;Vraag;Beantwoord;Wanneer kan ik een dubbele nationaliteit hebben?;;
2023-09-04;12:36;E-mail;EZK;koopkracht;Vraag;Beantwoord;Hoe vraag ik tegemoetkoming aan voor de energiekosten bij een blokaansluiting?;;
2023-09-04;12:36;E-mail;DEF;defensieterreinen;Vraag;Doorverwezen;Defensieterreinen;;
2023-09-04;12:37;Inkomend telefoongesprek;DEF;defensiematerieel;Vraag;Beantwoord;Ministerie van Defensie;;
2023-09-04;12:38;E-mail;SZW;arbeidsovereenkomst en cao;Vraag;Beantwoord;Wanneer betaalt mijn werkgever mijn loon?;;
2023-09-04;12:38;Inkomend telefoongesprek;SZW;ouderschapsverlof;Vraag;Beantwoord;Kan ik ouderschapsverlof meenemen naar mijn nieuwe werkgever?;;
2023-09-04;12:38;WhatsApp;JENV;immigratie naar nederland;Vraag;Beantwoord;Naar Nederland komen voor werk: wat moet ik regelen?;;
2023-09-04;12:41;Inkomend telefoongesprek;SZW;koopkracht;Vraag;Beantwoord;Hoe vraag ik de eenmalige energietoeslag 2023 aan?;;
2023-09-04;12:41;Inkomend telefoongesprek;OCW;voortgezet onderwijs;Vraag;Doorverwezen;Voortgezet onderwijs;;
2023-09-04;12:42;Inkomend telefoongesprek;SZW;pensioen;Vraag;Doorverwezen;Hoe kan ik mijn pensioen aanvragen?;;
2023-09-04;12:42;E-mail;SZW;geboorteverlof partnerverlof;Vraag;Doorgestuurd;Wanneer kan ik als partner geboorteverlof opnemen?;het Ministerie van Sociale Zaken en Werkgelegenheid;SZW
2023-09-04;12:44;WhatsApp;JENV;privacy en persoonsgegevens;Vraag;Beantwoord;Wat moet ik doen als ik mijn voornaam of achternaam wil veranderen?;;
2023-09-04;12:45;Inkomend telefoongesprek;BUZA;paspoort en identiteitskaart;Vraag;Doorverwezen;Welk reisdocument heb ik nodig als ik naar het buitenland reis?;;
2023-09-04;12:45;Inkomend telefoongesprek;OCW;middelbaar beroepsonderwijs mbo;Vraag;Beantwoord;Stage;;
2023-09-04;12:46;WhatsApp;IENW;verkeersveiligheid;Vraag;Beantwoord;Veilig rijden op de bromfiets (brommer);;
2023-09-04;12:47;Inkomend telefoongesprek;JENV;politie;Vraag;Beantwoord;Aangifte doen bij de politie;;
2023-09-04;12:47;WhatsApp;SZW;ouderschapsverlof;Vraag;Beantwoord;Wanneer heb ik recht op ouderschapsverlof?;;
2023-09-04;12:47;Inkomend telefoongesprek;OCW;hoger onderwijs;Vraag;Beantwoord;Wanneer heb ik recht op halvering collegegeld op de hogeschool of universiteit?;;
2023-09-04;12:48;Inkomend telefoongesprek;OCW;basisonderwijs;Vraag;Beantwoord;Basisonderwijs;;
2023-09-04;12:50;E-mail;JENV;ondermijning;Mening;Doorgestuurd;Ondermijnende criminaliteit;het Ministerie van Justitie en Veiligheid;JENV
2023-09-04;12:50;WhatsApp;JENV;privacy en persoonsgegevens;Vraag;Beantwoord;Wat moet ik doen als ik mijn voornaam of achternaam wil veranderen?;;
2023-09-04;12:51;Inkomend telefoongesprek;EZK;koopkracht;Vraag;Beantwoord;Hoe vraag ik tegemoetkoming aan voor de energiekosten bij een blokaansluiting?;;
2023-09-04;12:54;WhatsApp;JENV;scheiden of uit elkaar gaan;Vraag;Beantwoord;Wanneer heb ik een onderhoudsplicht?;;
2023-09-04;12:54;Inkomend telefoongesprek;JENV;arbeidsovereenkomst en cao;Vraag;Doorverwezen;Hoe vraag ik een Verklaring Omtrent het Gedrag (VOG) aan?;;
2023-09-04;12:55;E-mail;VWS;rechten van mensen met een beperking;Vraag;Beantwoord;Wet gelijke behandeling handicap of chronische ziekte (Wgbh/cz);;
2023-09-04;12:56;E-mail;JENV;ondermijning;Vraag;Geen actie;Maatregelen tegen ondermijnende criminaliteit;;
2023-09-04;12:57;Inkomend telefoongesprek;OCW;maatschappelijke diensttijd;Vraag;Doorgestuurd;Maatschappelijke diensttijd;het Ministerie van Onderwijs, Cultuur en Wetenschap;OCW
2023-09-04;12:57;Inkomend telefoongesprek;BUZA;-;Vraag;Beantwoord;Consulair Dienstencentrum (CDC);;
2023-09-04;12:58;Inkomend telefoongesprek;VWS;eerstelijnszorg;Vraag;Beantwoord;Wanneer heb ik een verwijsbrief van de huisarts nodig?;;
2023-09-04;12:58;WhatsApp;JENV;immigratie naar nederland;Vraag;Doorverwezen;Naar Nederland komen voor partner: wat moet ik regelen?;;
2023-09-04;12:59;Inkomend telefoongesprek;VWS;zorg en ondersteuning thuis;Vraag;Doorverwezen;Wet maatschappelijke ondersteuning (Wmo);;
2023-09-04;13:00;Inkomend telefoongesprek;IENW;verkeersveiligheid;Vraag;Beantwoord;Hoe vraag ik een gehandicaptenparkeerkaart aan?;;
2023-09-04;13:00;E-mail;JENV;ondermijning;Vraag;Geen actie;Maatregelen tegen ondermijnende criminaliteit;;
2023-09-04;13:02;Inkomend telefoongesprek;JENV;ondermijning;Vraag;Beantwoord;Maatregelen tegen ondermijnende criminaliteit;;
2023-09-04;13:02;Inkomend telefoongesprek;BZK;privacy en persoonsgegevens;Vraag;Doorverwezen;Basisregistratie Personen (BRP);;
2023-09-04;13:03;WhatsApp;IENW;asbest;Vraag;Beantwoord;Stappenplan: wat moet ik doen bij asbest?;;
2023-09-04;13:04;E-mail;JENV;nederlandse nationaliteit;Vraag;Doorverwezen;Automatisch verlies van de Nederlandse nationaliteit;;
2023-09-04;13:04;E-mail;HC;woning huren;Vraag;Beantwoord;Welke kosten zijn voor de huurder en welke voor de verhuurder?;;
2023-09-04;13:04;WhatsApp;SZW;ouderschapsverlof;Vraag;Beantwoord;Wanneer heb ik recht op betaald ouderschapsverlof?;;
2023-09-04;13:06;Inkomend telefoongesprek;DEF;defensiepersoneel;Vraag;Doorverwezen;Defensiepersoneel;;
2023-09-04;13:07;E-mail;DEF;reizen met kinderen;Vraag;Doorverwezen;Heb ik toestemming nodig om alleen met mijn kind te reizen?;;
2023-09-04;13:09;Inkomend telefoongesprek;VWS;coronavirus covid-19;Vraag;Doorverwezen;Luchtwegvirussen, zoals griep en corona;;
2023-09-04;13:09;E-mail;JENV;wet open overheid woo;Vraag;Doorgestuurd;Waar kan ik hulp krijgen bij het opvragen van informatie van de overheid?;het Ministerie van Justitie en Veiligheid;JENV
2023-09-04;13:09;Inkomend telefoongesprek;OCW;passend onderwijs;Vraag;Beantwoord;Bekostiging passend onderwijs;;
2023-09-04;13:11;Inkomend telefoongesprek;VWS;mantelzorg;Vraag;Beantwoord;Wanneer ben ik mantelzorger?;;
2023-09-04;13:11;WhatsApp;JENV;aangifte geboorte en naamskeuze kind;Vraag;Beantwoord;Mag ik mijn kind 2 achternamen geven?;;
2023-09-04;13:12;Inkomend telefoongesprek;SZW;uitkering meenemen naar buitenland;Vraag;Beantwoord;Wat moet ik regelen als ik ga emigreren?;;
2023-09-04;13:12;Inkomend telefoongesprek;SZW;buitenlandse werknemers;Vraag;Beantwoord;Vergunningen buitenlandse werknemers;;
2023-09-04;13:13;Inkomend telefoongesprek;BUZA;coronavirus covid-19;Vraag;Beantwoord;Coronaregels voor reizen en vakantie;;
2023-09-04;13:16;Inkomend telefoongesprek;OCW;studiefinanciering;Vraag;Beantwoord;Heb ik als mbo'er recht op studiefinanciering?;;
2023-09-04;13:16;Inkomend telefoongesprek;HC;woning huren;Vraag;Beantwoord;Hoe zorg ik ervoor dat de verhuurder slecht onderhoud aanpakt?;;
2023-09-04;13:17;Inkomend telefoongesprek;DEF;defensiematerieel;Vraag;Beantwoord;Ministerie van Defensie;;
2023-09-04;13:18;Inkomend telefoongesprek;BZK;leefbaarheid;Vraag;Doorverwezen;Wat moet ik doen bij burenoverlast?;;
2023-09-04;13:20;Inkomend telefoongesprek;HC;woning huren;Vraag;Beantwoord;Wat is de maximale huurverhoging in 2023?;;
2023-09-04;13:20;Inkomend telefoongesprek;VWS;vaccinatie tegen het coronavirus;Vraag;Beantwoord;Dit najaar nieuwe vaccinatieronde tegen corona voor risicogroepen en zorgmedewerkers;;
2023-09-04;13:20;WhatsApp;JENV;nederlandse nationaliteit;Vraag;Beantwoord;Nederlandse nationaliteit verliezen;;
2023-09-04;13:20;WhatsApp;BUZA;-;Vraag;Doorverwezen;Consulair Dienstencentrum (CDC);;
2023-09-04;13:21;Inkomend telefoongesprek;SZW;arbeidsovereenkomst en cao;Vraag;Doorverwezen;Wanneer betaalt mijn werkgever mijn loon?;;
2023-09-04;13:22;Inkomend telefoongesprek;BZK;bouwregelgeving;Vraag;Doorverwezen;Waar kan ik vragen stellen over de regels voor bouwen en verbouwen?;;
2023-09-04;13:22;WhatsApp;LNV;aanbesteden;Vraag;Beantwoord;Aanbesteden;;
2023-09-04;13:23;Inkomend telefoongesprek;OCW;voortgezet onderwijs;Vraag;Doorgestuurd;Hoe zit de havo in elkaar?;het Ministerie van Onderwijs, Cultuur en Wetenschap;OCW
2023-09-04;13:23;Inkomend telefoongesprek;JENV;ouderlijk gezag en voogdij;Vraag;Beantwoord;Wanneer krijg ik gezag over een kind?;;
2023-09-04;13:23;Inkomend telefoongesprek;BZK;privacy en persoonsgegevens;Vraag;Beantwoord;Wanneer moet ik mij in de Basisregistratie Personen (BRP) laten inschrijven als ingezetene?;;
2023-09-04;13:25;Inkomend telefoongesprek;BZK;overlijden;Vraag;Doorverwezen;Wat mag ik doen met de as van een overledene?;;
2023-09-04;13:28;Inkomend telefoongesprek;VWS;kwaliteit van de zorg;Vraag;Beantwoord;Wet toetreding zorgaanbieders (Wtza);;
2023-09-04;13:28;Inkomend telefoongesprek;VWS;campagnes;Mening;Doorgestuurd;Lopende campagnes;het Ministerie van Volksgezondheid, Welzijn en Sport;VWS
2023-09-04;13:29;Inkomend telefoongesprek;VWS;vaccinatie tegen het coronavirus;Vraag;Beantwoord;Dit najaar nieuwe vaccinatieronde tegen corona voor risicogroepen en zorgmedewerkers;;
2023-09-04;13:32;E-mail;BUZA;nederlandse nationaliteit;Vraag;Beantwoord;Wanneer verlies ik de Nederlandse nationaliteit als ik een dubbele nationaliteit heb?;;
2023-09-04;13:32;Inkomend telefoongesprek;SZW;aow;Vraag;Doorverwezen;Hoe hoog is mijn AOW?;;
2023-09-04;13:32;Inkomend telefoongesprek;JENV;nederlandse nationaliteit;Vraag;Beantwoord;Wanneer kan ik een dubbele nationaliteit hebben?;;
2023-09-04;13:33;E-mail;BUZA;paspoort en identiteitskaart;Vraag;Beantwoord;Moet ik mijn paspoort of identiteitskaart meenemen tijdens reizen naar het buitenland?;;
2023-09-04;13:33;E-mail;OCW;wet open overheid woo;Vraag;Doorgestuurd;Hoe dien ik een Woo-verzoek in?;het Ministerie van Onderwijs, Cultuur en Wetenschap;OCW
2023-09-04;13:33;Inkomend telefoongesprek;JENV;curatele bewind en mentorschap;Vraag;Beantwoord;Wanneer stopt de taak van een curator, bewindvoerder of mentor?;;
2023-09-04;13:34;WhatsApp;OCW;middelbaar beroepsonderwijs mbo;Vraag;Doorverwezen;Kunnen werkgevers subsidie krijgen als zij een leerplaats aanbieden?;;
